userId,age,gender,registeredAt,firstBankConnectedAt
1065,19,F,2019-10-06 11:18:59,2020-02-01 13:00:47
3123,23,F,2019-02-04 14:28:19,2020-03-09 10:57:53
824,24,M,2019-10-23 20:49:43,2019-11-12 09:33:43
2863,21,F,2019-09-01 17:02:50,2019-09-01 18:21:54
119,18,F,2019-09-29 21:16:44,2019-09-29 21:21:51
1154,28,F,2019-12-27 10:25:30,2019-12-27 10:32:27
534,20,F,2020-11-06 22:51:34,2020-11-07 01:52:39
156,22,M,2020-02-13 07:50:40,2020-02-13 07:59:24
889,26,M,2019-09-16 15:52:53,2019-09-16 16:01:13
1153,31,F,2020-02-03 09:17:03,2020-02-03 09:21:15
527,44,F,2020-04-04 22:51:56,2020-04-06 07:00:28
753,18,F,2019-10-11 17:48:32,2020-12-04 16:18:19
646,26,M,2020-02-23 12:00:21,2020-02-24 12:56:03
2119,24,M,2020-02-28 20:03:17,2020-02-28 20:09:29
2209,23,M,2020-03-06 21:08:27,2020-03-06 21:15:59
3163,21,F,2020-10-17 14:08:59,2020-10-17 14:11:53
1274,26,F,2020-01-28 21:22:38,2020-01-28 21:39:47
3255,23,F,2020-01-01 20:00:17,2020-06-29 07:18:38
171,26,F,2020-03-14 17:26:52,2020-03-14 17:30:12
1895,21,F,2019-11-18 08:39:11,2019-11-18 08:45:03
3436,26,F,2020-02-20 07:11:06,2020-02-20 08:34:48
991,21,F,2020-01-30 12:45:43,2020-01-30 12:48:39
952,21,M,2020-02-29 20:33:16,2020-02-29 20:37:29
2921,21,F,2020-02-06 15:52:52,2020-02-06 15:55:57
3836,28,F,2019-10-20 07:23:50,2019-10-20 07:30:55
3264,20,F,2019-05-27 19:57:00,2019-05-27 20:01:42
1237,22,M,2019-02-09 10:39:47,2019-02-09 10:41:22
874,23,F,2019-09-15 00:04:31,2019-09-15 11:51:40
1976,29,F,2020-10-06 09:33:07,2020-10-06 10:49:12
1289,23,F,2019-12-03 22:00:35,2019-12-03 22:03:33
320,22,F,2019-10-03 12:56:14,2019-10-03 13:01:52
543,51,F,2021-02-05 10:55:47,2021-02-26 19:53:15
486,28,F,2019-12-07 08:51:14,2019-12-07 09:06:29
1361,37,F,2020-08-11 07:31:00,2020-08-11 07:37:06
3090,22,M,2020-02-24 20:48:48,2020-02-24 21:07:15
3085,56,F,2020-03-11 05:47:06,2020-03-11 06:09:32
407,27,F,2019-09-14 08:20:16,2019-09-14 08:23:06
2426,32,F,2021-03-02 18:06:08,2021-03-02 18:09:57
1848,24,F,2019-11-27 17:59:28,2019-11-27 18:02:52
436,23,F,2019-10-29 10:01:03,2019-10-29 10:04:16
363,18,F,2019-10-21 08:42:34,2019-10-21 08:52:20
2609,22,F,2020-07-26 10:40:53,2020-07-26 10:47:37
113,35,F,2020-09-17 19:25:32,2020-09-17 19:56:44
3409,21,M,2019-06-20 10:49:43,2019-06-20 10:56:38
32,20,M,2019-08-08 18:23:24,2019-08-08 20:29:38
3173,43,M,2021-09-08 08:31:46,2021-09-18 13:35:32
2869,32,M,2020-12-17 13:35:45,2020-12-18 16:05:00
1170,41,F,2019-06-08 08:19:41,2019-06-08 08:25:03
2567,27,F,2019-09-09 13:25:41,2019-09-09 16:10:38
3614,43,M,2021-01-05 05:41:08,2021-01-05 06:05:06
2266,23,F,2021-02-23 16:57:14,2021-02-23 17:01:37
662,26,F,2020-02-24 10:07:44,2020-02-24 10:13:09
3652,28,F,2020-01-06 20:49:22,2020-01-06 20:56:21
3271,31,F,2019-05-16 21:31:51,2019-06-16 21:51:54
2444,27,F,2019-12-06 10:54:21,2019-12-06 11:05:47
3359,20,F,2021-09-27 15:40:40,2021-09-27 15:47:07
286,30,F,2019-11-15 12:34:14,2019-11-17 11:32:41
2027,27,F,2020-03-09 23:21:20,2020-03-09 23:27:03
305,29,F,2020-04-14 14:32:08,2020-04-14 14:47:12
1959,29,F,2020-03-05 15:01:16,2020-03-05 15:03:46
17,52,M,2020-12-18 10:15:15,2020-12-18 10:51:40
3687,48,M,2021-02-07 19:44:04,2021-02-07 19:48:44
429,60,F,2020-03-08 13:32:10,2020-05-31 13:13:08
3088,32,F,2019-11-09 21:10:59,2019-11-09 21:15:08
475,24,F,2021-01-16 21:18:16,2021-01-16 21:24:55
2855,24,M,2020-10-08 09:39:22,2020-10-08 09:42:24
3233,29,F,2020-11-01 19:51:47,2020-11-01 19:56:56
2653,34,M,2020-05-27 06:08:44,2020-05-27 06:12:45
503,31,M,2020-01-08 17:06:09,2020-01-08 17:09:48
583,29,F,2020-01-08 05:51:33,2020-01-08 17:45:09
3817,28,F,2020-05-16 19:10:12,2020-05-16 19:14:36
2256,25,F,2021-06-26 06:41:27,2021-06-26 06:46:43
1574,36,F,2020-01-26 17:53:24,2020-01-27 17:52:36
3094,18,F,2020-03-18 09:32:12,2020-03-18 09:37:35
3754,43,F,2020-01-13 19:29:44,2020-01-14 11:31:59
1118,20,M,2020-01-17 00:13:28,2020-01-17 00:24:16
1640,27,M,2020-03-18 14:36:31,2020-03-20 18:34:42
2400,23,F,2019-11-24 11:20:42,2019-11-24 11:28:33
3523,24,F,2021-02-12 18:25:03,2021-02-12 18:27:26
3681,18,F,2019-08-31 17:55:02,2019-09-09 13:11:10
2641,28,F,2021-06-21 09:16:45,2021-08-26 15:07:54
2034,29,F,2020-01-06 09:16:49,2020-01-06 09:20:56
3715,44,F,2021-02-03 11:03:12,2021-03-02 14:08:54
1299,20,F,2019-08-30 12:04:43,2019-08-30 12:08:53
2660,29,F,2020-02-29 16:45:06,2020-02-29 16:47:54
388,20,F,2020-01-19 20:53:58,2020-01-19 20:57:19
3276,22,F,2019-10-05 08:34:33,2019-10-05 08:39:52
87,26,F,2020-03-03 21:09:16,2020-03-03 21:20:39
221,23,F,2020-07-17 12:56:56,2020-07-17 13:01:39
3491,21,F,2019-11-06 12:50:45,2019-11-06 12:55:30
1496,29,M,2019-08-20 20:05:58,2019-08-20 20:11:09
1242,21,M,2020-09-30 14:45:36,2020-09-30 14:48:41
3273,22,F,2019-08-28 07:42:01,2019-08-28 07:53:02
3484,28,F,2020-01-02 10:09:54,2020-01-02 10:13:35
129,42,F,2020-09-12 09:05:23,2020-09-12 09:10:29
434,21,F,2019-11-23 21:27:00,2019-11-23 21:30:30
1757,23,F,2019-07-23 14:41:41,2019-07-23 14:44:42
3605,47,F,2019-04-04 13:51:33,2019-04-04 17:03:24
855,47,M,2020-10-09 11:20:01,2020-10-09 12:26:11
418,38,F,2020-01-29 10:10:32,2020-04-13 23:37:32
3037,25,F,2020-01-03 10:01:45,2020-01-03 10:05:56
568,32,M,2020-07-08 15:32:07,2020-07-08 15:38:31
3087,24,F,2020-01-27 22:36:31,2020-01-27 22:41:17
2509,19,F,2019-09-15 11:13:59,2019-09-15 11:19:05
2336,30,F,2020-11-07 20:01:55,2020-11-07 20:06:41
925,18,M,2019-12-30 17:18:05,2020-01-03 13:28:28
1074,23,F,2019-05-11 11:10:11,2019-05-11 11:11:40
792,33,M,2019-08-06 06:12:07,2019-08-06 06:14:26
1877,20,F,2019-05-21 22:44:37,2019-05-21 22:51:50
3435,30,F,2020-08-11 13:36:58,2020-08-11 13:40:42
380,20,M,2020-01-26 19:31:45,2020-01-26 19:45:33
2683,21,F,2019-08-27 10:30:48,2019-08-27 10:33:20
1493,18,F,2020-10-18 09:57:51,2020-10-18 10:00:51
2658,20,F,2019-08-28 17:16:29,2019-08-28 17:19:53
2202,21,F,2020-01-12 14:27:19,2020-01-12 14:31:55
3269,27,F,2019-11-08 08:38:55,2019-11-08 16:48:38
378,26,F,2018-12-31 21:40:28,2019-01-04 21:03:37
415,27,F,2019-10-07 20:35:00,2019-10-07 20:40:37
649,24,F,2019-01-01 15:57:31,2019-01-01 15:59:29
411,38,M,2020-11-10 01:37:45,2020-12-02 19:58:29
2962,18,F,2021-05-31 07:03:09,2021-06-02 18:27:43
1398,38,F,2020-11-26 17:34:32,2020-11-26 17:43:59
2949,42,F,2019-12-08 16:43:07,2019-12-08 16:49:12
359,18,F,2018-10-18 14:40:59,2018-10-18 14:44:20
570,47,M,2021-04-03 17:14:13,2021-04-24 20:22:59
538,29,F,2020-01-09 19:57:28,2020-01-13 22:12:05
532,18,M,2020-09-11 21:20:29,2020-09-11 21:26:29
2858,18,F,2020-09-11 22:49:04,2020-09-11 22:55:40
3877,19,F,2020-02-16 14:54:42,2020-02-16 14:57:49
2006,22,F,2019-10-01 12:26:56,2019-10-01 12:35:17
324,20,M,2020-02-26 11:09:40,2020-02-26 11:17:56
2983,29,F,2020-02-20 22:08:55,2020-02-20 22:14:14
2314,54,M,2019-09-23 14:39:58,2019-09-23 14:44:15
2978,30,F,2020-01-10 21:14:44,2020-01-14 04:33:50
3682,60,F,2021-02-08 20:07:20,2021-02-08 20:09:52
437,42,F,2020-11-19 19:45:15,2020-11-19 19:50:27
2759,42,F,2021-09-05 20:33:34,2021-09-06 05:29:08
1904,27,M,2019-10-19 14:39:04,2019-10-29 07:58:38
3380,25,F,2020-04-05 15:51:46,2020-04-05 15:55:20
2748,20,F,2020-09-13 16:49:56,2020-09-13 16:57:30
2688,25,M,2020-01-08 07:50:51,2020-01-18 07:23:14
2280,26,F,2020-12-05 09:11:12,2020-12-05 09:15:18
2624,24,F,2020-03-11 14:37:43,2020-03-11 14:40:59
2959,18,F,2019-09-22 14:24:44,2019-09-22 16:32:03
848,30,M,2021-01-25 19:15:47,2021-01-25 19:17:20
805,68,F,2020-12-02 21:08:53,2020-12-06 10:54:30
2193,28,O,2021-04-29 10:43:18,2021-04-29 10:45:56
480,23,F,2021-06-09 09:53:47,2021-06-09 09:56:41
130,41,F,2020-02-19 17:21:27,2020-02-19 17:24:12
1780,23,F,2021-01-16 08:19:57,2021-01-16 10:22:20
1880,23,F,2020-09-12 20:22:36,2020-09-12 20:29:43
3588,42,F,2021-02-26 19:23:25,2021-02-26 19:26:26
2984,39,F,2019-12-27 01:56:09,2019-12-27 02:08:56
2140,49,F,2019-09-02 17:31:03,2019-09-02 17:35:30
3522,20,F,2019-09-02 20:30:41,2019-09-02 20:36:10
1747,21,F,2019-11-26 10:07:20,2019-11-26 10:11:09
2366,32,F,2020-02-10 13:21:11,2020-02-10 13:23:57
3899,35,F,2020-02-01 22:08:17,2020-02-02 20:04:10
70,30,F,2019-06-26 09:06:48,2019-06-26 09:09:53
2424,50,F,2020-12-28 05:23:29,2020-12-28 07:56:47
1751,34,F,2020-02-29 20:02:38,2020-02-29 20:10:20
40,45,F,2020-03-02 18:01:23,2020-03-02 18:06:00
2512,41,F,2020-02-29 12:49:18,2020-03-01 17:54:21
651,32,M,2021-01-14 12:16:43,2021-01-14 12:26:42
2447,43,F,2019-10-06 20:53:39,2019-10-06 20:57:05
432,19,F,2020-01-19 13:15:44,2020-01-19 13:26:03
1064,18,M,2019-05-25 17:28:08,2019-05-25 17:34:00
831,22,F,2019-08-28 20:27:55,2019-08-28 20:30:53
3198,33,F,2021-02-08 19:38:06,2021-02-08 19:40:14
152,31,M,2020-02-20 19:51:09,2020-02-21 19:39:20
2107,26,F,2019-07-04 09:54:48,2019-07-04 09:59:49
3668,20,F,2019-10-29 08:20:37,2019-10-31 14:22:53
476,21,F,2019-10-11 09:16:13,2019-10-11 09:20:37
2090,19,F,2019-08-26 12:29:05,2019-08-26 12:39:18
45,37,F,2020-07-19 19:02:09,2020-07-19 19:05:36
1011,28,F,2020-01-04 17:22:23,2020-01-04 17:27:50
3152,19,F,2019-02-05 07:46:11,2019-02-05 07:48:34
1661,24,F,2019-06-09 06:08:17,2020-02-11 06:44:30
3879,24,F,2020-02-23 15:52:04,2020-02-23 15:54:46
370,24,M,2019-10-17 14:47:00,2019-10-17 14:52:17
390,30,F,2021-01-27 21:30:00,2021-01-27 21:32:29
401,22,M,2019-12-17 10:16:51,2019-12-17 10:19:14
1592,23,F,2020-07-05 13:06:26,2020-09-16 17:26:27
3476,22,F,2020-02-10 09:39:37,2020-02-10 09:46:17
3209,28,F,2020-03-12 17:21:27,2020-03-13 09:19:19
2563,28,F,2019-06-20 16:14:48,2019-06-20 16:27:48
2015,27,F,2019-12-06 12:18:46,2019-12-06 12:22:44
3833,28,F,2021-01-07 11:10:32,2021-01-07 11:15:48
2663,21,F,2020-12-22 14:25:16,2020-12-22 14:33:51
2771,28,F,2020-07-03 18:22:41,2020-07-03 18:27:22
3768,24,F,2020-10-30 09:41:20,2020-10-30 09:47:19
2473,21,F,2020-11-28 16:46:27,2020-11-29 17:06:51
2966,23,M,2020-10-10 07:32:16,2020-10-10 07:46:50
251,31,M,2020-03-05 08:41:00,2020-03-05 08:45:40
1157,21,F,2020-02-11 09:50:01,2020-02-11 09:54:34
3563,25,M,2020-05-31 10:42:10,2020-05-31 10:52:19
2998,23,F,2020-01-19 14:44:47,2020-01-19 14:47:29
2302,28,F,2019-10-01 06:37:24,2019-10-07 21:14:57
2165,29,F,2019-09-18 20:58:24,2021-03-08 14:59:31
283,29,F,2019-12-07 20:19:32,2019-12-07 20:25:34
2867,28,M,2019-10-16 20:07:02,2019-10-16 20:13:28
2477,27,F,2021-08-12 14:10:32,2021-08-12 14:15:11
1387,19,F,2020-03-08 21:15:17,2020-03-09 18:18:00
1358,21,F,2020-02-15 23:15:59,2020-02-15 23:21:17
3878,28,F,2019-11-16 14:03:39,2019-11-23 19:39:35
2513,23,F,2019-11-17 13:25:57,2019-11-17 13:32:39
659,28,F,2019-12-03 10:09:55,2019-12-03 10:23:23
373,23,F,2020-03-19 15:30:34,2020-08-20 17:25:40
2781,37,F,2021-01-21 20:55:20,2021-01-21 20:57:38
1813,22,F,2020-02-03 17:35:13,2020-02-13 08:12:44
1412,22,M,2019-12-07 15:26:06,2019-12-07 15:37:34
473,32,M,2020-03-13 18:01:48,2020-03-13 18:05:53
700,20,M,2018-11-19 18:32:17,2018-12-06 12:01:01
2542,25,F,2020-10-09 07:50:54,2020-10-09 10:51:14
1320,20,F,2020-09-08 16:04:16,2020-09-08 16:08:05
483,28,F,2021-01-23 09:21:30,2021-01-23 09:35:20
1440,21,M,2019-06-04 11:30:46,2019-10-20 10:48:38
3172,22,F,2021-04-19 11:42:34,2021-04-19 11:47:22
1910,22,M,2020-01-09 22:48:28,2020-01-09 22:54:28
1916,33,F,2020-01-28 15:04:18,2020-01-28 15:13:14
3268,21,F,2021-07-23 20:04:59,2021-07-23 20:08:03
1873,35,F,2019-09-30 19:30:33,2019-09-30 19:46:13
3721,27,F,2019-11-07 09:49:19,2019-11-07 09:52:57
3303,25,F,2019-06-26 11:36:39,2019-06-26 11:39:02
37,48,F,2019-06-07 20:04:12,2019-06-07 20:10:51
3497,22,F,2019-11-27 10:00:45,2019-11-27 10:04:51
986,19,M,2021-03-06 19:15:38,2021-03-06 19:19:04
1127,19,F,2020-05-02 16:20:10,2020-05-02 16:22:06
398,20,F,2019-11-07 22:01:57,2019-11-07 22:08:45
1835,19,M,2019-10-29 19:26:20,2019-10-29 19:30:37
1367,27,M,2020-01-21 12:36:09,2020-01-21 12:45:00
3566,30,F,2019-09-08 07:29:51,2019-09-08 07:32:27
747,29,F,2020-07-23 13:38:04,2020-07-23 13:40:31
1279,37,F,2020-07-14 19:18:22,2020-07-14 19:26:25
821,21,F,2019-08-31 06:42:32,2019-08-31 06:49:45
3040,29,F,2019-12-26 09:51:38,2019-12-26 09:59:32
2409,20,F,2020-01-04 10:50:18,2020-01-04 11:10:13
1868,24,M,2019-08-01 07:12:00,2019-08-01 07:15:34
3718,25,F,2020-05-01 13:34:48,2020-05-01 13:37:38
3872,22,F,2021-01-07 12:22:56,2021-01-07 12:30:27
3672,34,F,2019-12-06 22:01:37,2019-12-10 07:23:18
686,27,F,2020-03-16 14:31:12,2020-03-16 14:35:49
1628,24,F,2020-01-07 21:12:32,2020-01-07 21:17:08
3327,26,M,2020-04-23 00:01:27,2020-04-23 09:27:59
3923,29,F,2020-02-28 18:41:35,2020-05-12 22:01:36
2007,28,F,2019-10-22 01:15:06,2019-10-22 11:56:59
1685,23,F,2020-02-11 08:36:07,2020-08-26 11:37:28
1429,20,M,2020-03-17 22:33:09,2020-03-17 22:39:39
3376,23,F,2020-01-02 12:39:52,2020-01-02 12:43:37
545,19,M,2020-02-28 17:36:45,2020-02-28 17:39:36
1270,29,F,2020-01-11 14:42:28,2020-01-11 14:44:43
2849,23,F,2020-12-26 15:07:28,2020-12-26 15:09:20
3595,31,F,2019-12-14 08:44:37,2019-12-14 08:48:23
234,23,M,2020-09-23 13:05:29,2020-09-23 13:09:05
1674,49,F,2020-03-30 12:34:19,2020-03-30 12:44:11
204,23,F,2019-11-27 10:23:30,2019-11-27 10:30:36
2943,19,M,2019-11-21 12:49:46,2019-11-21 12:53:01
2580,19,F,2019-08-28 14:59:05,2020-01-05 22:33:10
573,24,M,2020-10-14 13:50:39,2020-10-14 13:54:35
1186,20,F,2020-02-03 14:25:37,2020-02-03 20:00:02
1580,18,F,2019-08-25 00:29:28,2019-08-25 00:31:49
2147,30,F,2019-09-19 20:39:21,2020-02-16 10:55:57
3261,24,F,2020-03-01 11:32:34,2020-03-01 11:47:43
2664,26,F,2020-01-16 16:25:19,2020-01-16 16:31:24
3077,24,M,2019-11-12 07:52:30,2019-11-12 07:57:27
2058,23,F,2020-03-14 18:39:06,2020-03-14 18:46:17
3639,31,F,2019-11-20 09:41:56,2019-11-20 09:45:23
3774,35,F,2020-01-06 13:58:16,2020-01-06 14:06:25
1777,19,M,2019-11-05 20:11:31,2019-11-05 20:15:14
506,20,M,2019-11-14 18:27:09,2019-11-23 20:17:42
3081,29,F,2020-12-03 17:23:08,2020-12-03 17:25:25
2449,18,F,2020-02-14 15:20:11,2020-02-14 15:26:01
212,27,F,2020-03-01 10:02:57,2020-03-01 10:09:59
379,30,F,2019-12-12 20:26:04,2019-12-12 20:46:36
1239,19,M,2020-05-05 23:26:06,2020-05-05 23:34:21
3361,31,F,2020-01-12 18:46:45,2020-01-12 18:51:32
1378,26,F,2019-08-15 10:35:50,2019-08-20 12:04:09
3655,22,M,2020-10-24 17:40:20,2020-10-24 17:50:02
3215,25,F,2020-01-13 19:42:39,2020-01-13 19:47:06
3235,34,F,2020-01-24 12:00:54,2020-01-24 12:06:45
697,23,F,2019-11-05 11:57:17,2019-11-05 12:02:59
810,23,F,2019-11-12 10:11:00,2019-11-20 11:06:14
596,21,F,2021-01-21 09:33:21,2021-01-21 09:40:56
2333,51,F,2021-01-28 20:25:32,2021-02-03 17:48:19
3231,34,F,2019-06-08 13:19:38,2020-04-25 17:30:07
1622,28,M,2020-10-17 09:38:06,2020-10-17 09:41:46
2868,22,F,2019-09-24 18:52:32,2019-09-24 19:07:36
2589,19,F,2020-01-23 09:56:10,2020-03-06 09:26:36
2612,21,F,2020-12-03 09:02:26,2020-12-03 09:03:44
1152,30,F,2021-01-07 13:18:23,2021-01-07 13:28:06
1414,24,F,2019-08-18 16:19:04,2019-08-18 16:22:28
3667,36,F,2020-12-05 10:30:32,2020-12-05 10:34:14
3202,26,F,2020-09-16 15:43:53,2020-09-24 07:09:03
3665,28,F,2020-10-31 14:01:27,2020-10-31 14:06:15
2880,25,F,2019-09-20 07:40:19,2019-09-20 08:47:49
2654,28,F,2020-02-08 08:35:25,2020-02-08 08:39:21
1623,27,F,2019-09-18 07:09:48,2019-09-18 07:14:16
3905,26,F,2019-09-16 21:22:42,2020-01-04 09:20:21
3613,23,F,2019-06-24 12:21:36,2019-06-24 12:30:21
2629,20,F,2019-09-26 07:29:57,2019-09-26 07:32:15
1802,25,F,2021-02-12 06:01:12,2021-02-12 06:03:47
3056,27,F,2019-09-11 05:07:50,2019-09-11 07:07:05
1792,30,M,2020-02-22 16:23:35,2020-03-06 18:25:03
175,19,F,2019-10-29 23:14:21,2019-11-02 12:34:54
1202,22,F,2021-01-17 12:03:18,2021-01-17 12:10:10
3156,26,F,2020-03-17 11:48:13,2020-03-17 11:51:32
213,24,F,2020-01-30 10:20:36,2020-01-30 10:28:17
2859,27,M,2020-10-08 07:56:04,2020-10-08 08:00:19
1897,26,F,2020-06-08 21:11:10,2020-06-17 17:38:08
116,34,F,2020-02-10 13:45:22,2020-02-10 13:48:48
2494,26,F,2019-07-26 10:46:06,2019-07-26 10:51:55
1736,19,F,2019-06-20 12:08:02,2019-06-20 12:12:49
3012,21,F,2019-07-29 17:57:48,2019-07-29 18:02:00
3558,25,M,2019-06-20 21:34:44,2019-06-20 21:37:09
2763,20,F,2021-11-15 14:16:10,2021-11-15 14:23:39
2913,22,F,2020-07-13 20:09:04,2020-07-13 20:12:23
2723,22,F,2019-06-10 10:18:20,2019-06-10 10:21:53
482,31,F,2020-03-08 09:40:04,2020-05-31 13:05:21
2207,19,F,2020-06-20 21:18:11,2020-06-21 22:37:02
312,23,F,2019-12-16 17:05:00,2019-12-16 17:14:02
1707,22,F,2019-03-25 10:50:11,2020-02-06 14:04:43
633,24,F,2020-05-18 18:07:52,2020-05-20 09:19:44
485,19,F,2019-09-27 13:13:54,2019-09-27 13:19:46
3762,,,2021-09-05 20:16:50,2021-09-06 11:20:14
3474,23,M,2018-10-24 22:08:06,2018-10-24 22:11:31
3018,18,O,2021-10-17 10:38:56,2021-10-17 10:43:15
3363,21,F,2020-01-26 14:10:53,2020-12-16 20:44:00
2380,32,M,2019-11-06 09:26:20,2019-11-06 09:31:06
3661,27,F,2020-10-19 21:42:20,2020-10-19 22:15:50
3189,22,F,2020-02-22 07:29:03,2020-02-22 07:39:30
3611,26,F,2019-06-02 08:41:22,2019-06-02 11:21:41
3368,43,F,2020-03-13 21:11:59,2020-03-13 21:35:21
1140,53,F,2020-02-05 20:57:36,2020-02-05 21:04:06
934,24,F,2020-03-07 20:27:30,2020-10-20 20:22:02
1376,25,F,2019-11-01 17:27:36,2019-11-01 17:38:10
216,27,F,2019-12-09 13:01:38,2019-12-09 13:04:20
3023,25,F,2020-02-21 12:06:34,2020-02-21 12:18:29
2903,23,F,2020-03-03 05:32:55,2020-03-03 05:38:04
1071,26,M,2019-10-21 06:49:39,2019-10-21 06:53:17
3732,38,F,2019-12-06 22:16:42,2019-12-06 22:19:46
2682,32,F,2020-09-06 18:53:01,2020-09-06 20:06:17
3011,37,F,2019-08-31 14:30:18,2019-08-31 17:42:56
1837,23,F,2019-11-08 07:39:06,2019-11-10 19:09:41
3234,18,F,2019-11-05 18:57:18,2019-11-19 17:32:32
2201,18,F,2019-10-30 13:41:52,2019-10-30 13:46:48
3181,31,F,2020-07-08 18:12:42,2020-07-08 18:18:32
3321,27,F,2019-12-17 12:49:50,2019-12-17 12:53:22
788,18,F,2021-06-16 10:18:00,2021-06-16 10:34:53
1251,28,F,2019-06-24 12:36:09,2020-01-09 08:06:03
65,29,F,2019-12-17 11:05:05,2019-12-17 11:07:49
3404,24,F,2019-10-07 10:31:34,2019-10-07 10:36:04
23,25,M,2020-07-23 11:50:42,2020-07-23 11:55:19
1444,34,F,2021-09-10 10:43:40,2021-09-10 10:50:14
1542,30,M,2019-06-17 21:20:04,2019-06-17 21:24:27
1235,29,M,2019-08-29 11:14:18,2019-09-02 08:37:16
2516,36,F,2020-08-08 21:33:36,2020-08-08 21:36:29
2180,26,F,2020-01-03 17:04:43,2020-01-03 20:55:23
615,18,M,2019-09-30 21:39:31,2019-09-30 21:44:39
829,19,F,2019-10-10 10:38:38,2019-10-10 10:42:34
1719,37,F,2020-02-10 17:59:08,2020-02-10 18:03:40
2395,48,F,2020-05-15 19:23:11,2020-05-15 19:30:32
3406,26,F,2019-11-05 12:26:10,2019-11-05 12:28:40
1236,28,F,2019-10-02 19:14:00,2019-10-02 19:16:26
1700,16,M,2020-01-16 13:51:16,2020-01-16 13:57:20
1085,31,F,2019-11-10 08:22:35,2019-11-10 08:25:41
3654,27,M,2021-02-13 12:32:38,2021-02-13 12:34:48
1633,26,F,2020-08-10 19:38:20,2020-08-10 19:46:54
2765,22,M,2019-10-27 13:57:10,2021-02-15 18:46:09
2651,27,M,2019-11-27 09:27:20,2019-11-27 09:42:31
343,23,F,2020-01-05 08:26:52,2020-01-05 08:31:17
3140,18,M,2021-09-16 13:01:38,2021-09-16 13:04:06
423,27,F,2019-10-05 21:16:18,2020-05-07 10:42:47
739,28,M,2020-05-26 18:57:32,2020-05-26 19:00:58
3842,24,F,2020-11-25 07:08:08,2020-11-25 07:12:59
3647,22,F,2019-11-16 22:25:19,2019-11-16 22:31:44
259,36,F,2019-12-29 14:22:18,2019-12-29 14:25:38
1180,18,F,2019-09-14 23:37:51,2019-09-14 23:43:54
3386,20,F,2019-06-29 12:51:32,2019-06-29 14:03:04
1860,19,M,2020-11-07 20:01:13,2020-11-08 12:28:58
3752,36,F,2020-03-03 14:34:20,2020-03-03 14:37:07
1312,20,F,2019-08-31 13:01:24,2019-09-02 08:24:27
149,44,F,2019-11-09 21:08:59,2019-11-09 21:11:22
3051,23,F,2021-01-16 21:04:24,2021-01-16 21:06:56
1908,19,F,2020-01-20 10:40:19,2020-01-20 10:46:36
3935,31,F,2020-03-10 06:45:05,2020-11-04 21:29:26
3536,26,M,2019-12-11 07:43:34,2019-12-11 07:48:11
2241,47,M,2021-01-09 21:42:33,2021-01-09 21:45:57
102,20,F,2020-02-14 20:07:18,2020-02-14 20:10:01
1770,21,M,2019-12-14 20:01:52,2019-12-14 20:06:47
1489,21,F,2020-10-12 23:53:32,2020-10-12 23:57:39
3188,25,F,2019-06-13 00:29:26,2019-06-13 00:36:32
2018,24,M,2021-03-24 23:13:46,2021-04-25 17:41:21
882,30,F,2020-02-21 12:54:28,2020-02-21 13:01:49
3571,27,F,2019-08-11 14:44:35,2019-08-11 14:56:40
2830,22,M,2020-02-09 13:38:45,2020-02-10 20:26:21
3015,40,F,2019-10-20 09:19:39,2021-10-31 20:26:15
1694,25,F,2019-11-25 23:35:42,2019-11-25 23:39:25
1135,22,F,2019-05-30 20:53:13,2019-05-30 20:58:35
1535,32,F,2021-01-09 07:32:01,2021-01-09 08:46:22
1195,22,F,2020-01-13 14:15:56,2020-01-13 14:20:50
2050,22,F,2019-11-03 10:13:45,2019-11-03 10:20:04
826,40,F,2020-01-09 20:04:31,2020-01-09 20:19:47
146,27,F,2019-12-29 23:27:04,2019-12-30 22:46:34
3204,30,F,2020-03-08 05:43:20,2020-03-08 05:50:38
2298,29,F,2021-03-02 14:27:49,2021-03-02 14:32:58
3312,27,F,2020-09-03 17:29:33,2020-09-03 17:39:30
1834,20,F,2019-10-26 07:57:43,2019-10-26 08:02:37
2578,25,M,2019-06-11 06:47:53,2019-06-11 06:50:35
636,26,F,2020-05-26 17:05:30,2020-05-26 17:08:59
311,25,F,2020-02-24 12:39:10,2020-02-24 12:45:22
1116,22,F,2020-01-06 08:48:45,2020-01-06 12:22:05
3581,39,M,2020-11-21 14:42:11,2020-11-21 14:45:40
2828,23,M,2019-11-25 17:42:39,2020-04-04 10:01:21
3287,19,F,2020-01-02 22:23:19,2020-01-03 15:19:13
3133,28,M,2020-02-13 20:21:07,2021-10-09 12:56:51
2257,27,F,2019-05-28 18:47:40,2020-01-11 11:45:45
2268,43,M,2020-02-02 08:23:05,2020-02-02 08:27:55
2656,19,M,2019-06-12 18:23:45,2019-06-12 18:26:19
2788,21,F,2019-04-01 14:47:24,2020-09-22 15:01:18
1178,18,F,2020-03-13 16:41:09,2020-03-13 16:46:00
3547,46,F,2020-08-11 19:24:01,2020-08-11 19:27:59
1231,25,F,2019-07-18 20:44:00,2021-02-24 16:08:06
392,32,M,2019-08-06 12:51:14,2019-08-06 12:54:30
1458,34,M,2021-04-12 18:34:36,2021-04-12 18:39:01
3889,22,F,2020-01-25 14:51:42,2020-01-25 14:56:57
1125,43,F,2020-02-01 08:10:37,2020-02-01 08:21:07
