userId,date,merchantId,amountEuros,wording,eligibleForOffer,usedOffer
921,2021-06-08,galeries-lafayette,34,CB GALERIES LAFAYET XX/XX/XX,0,0
647,2021-06-05,galeries-lafayette,100,CARTE XX/XX/XX GL HAUSSMANN X CB*XXXX,1,0
647,2021-06-05,galeries-lafayette,99,CARTE XX/XX/XX GL HAUSSMANN X CB*XXXX,1,0
922,2021-06-04,galeries-lafayette,149.9,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,1,0
923,2021-06-07,galeries-lafayette,1.4,PAIEMENT PAR CARTE GALERIES LAFAYET BELFORT XX/XX,0,0
922,2021-06-04,galeries-lafayette,129.8,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,1,0
924,2021-06-08,galeries-lafayette,1.7,Paiement à Galeries Lafayette,0,0
894,2021-06-07,galeries-lafayette,27.9,Cb Gl Toulouse Fact XXXXXX,0,0
925,2021-06-07,galeries-lafayette,50,CARTE XX/XX/XX GL ANNECY X CB*XXXX,0,0
926,2021-06-05,galeries-lafayette,32,XXXXXX CB****XXXX GL HAUSSMANN XXPARISXXXXXXX/,0,0
927,2021-06-04,galeries-lafayette,64,PAIEMENT PAR CARTE GALERIES LAFAYET BESANCON XX/XX,0,0
927,2021-06-04,galeries-lafayette,122,PAIEMENT PAR CARTE GALERIES LAFAYET BESANCON XX/XX,0,0
395,2021-06-04,galeries-lafayette,85,ACHAT CB GL REIMS XX.XX.XX CARTE NUMERO XXX,1,0
928,2021-06-05,galeries-lafayette,6.4,CARTE XX/XX LE PALAIS DES GL ANNECY,0,0
929,2021-06-05,galeries-lafayette,69,PAIEMENT PAR CARTE GALERIES LAFAYET LIBOURNE XX/XX,0,0
930,2021-06-06,galeries-lafayette,79.98,FACTURE CARTE DU XXXXXX GL CARRE SENART LIEUSXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,0,0
931,2021-06-05,galeries-lafayette,24.9,ACHAT CB GL STRASBOURG XX.XX.XX CARTE NUMERO XXX,0,0
932,2021-06-04,galeries-lafayette,35.9,GOURMET HAUSSMA,0,0
933,2021-06-05,galeries-lafayette,39.9,CB GALERIES LAFAYET XX/XX BEAUVAIS XX CB N° XXXX XXXX XXXX XXXX,0,0
932,2021-06-04,galeries-lafayette,55,GOURMET HAUSSMA,0,0
934,2021-06-05,galeries-lafayette,133,XXXXXX CB****XXXX GALERIES LAFAYEXXAGEN,1,0
932,2021-06-04,galeries-lafayette,35.9,GOURMET HAUSSMA - PARISXXXXXXX/,0,0
693,2021-06-06,galeries-lafayette,330,FACTURE CARTE DU XXXXXX GL NICE MASSENA NICE XXXXXXX/ CARTE XXXXXXXXXXXXXXXX,1,0
932,2021-06-04,galeries-lafayette,17,GOURMET HAUSSMA,0,0
935,2021-06-05,galeries-lafayette,14.5,CARTE XX/XX GALERIES LAFAYET ANGOULEME,0,0
932,2021-06-04,galeries-lafayette,55,GOURMET HAUSSMA - PARISXXXXXXX/,0,0
936,2021-06-05,galeries-lafayette,90,PAIEMENT PAR CARTE GL LIMOGES XX/XX,0,0
932,2021-06-04,galeries-lafayette,17,GOURMET HAUSSMA - PARISXXXXXXX/,0,0
937,2021-06-04,galeries-lafayette,60,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
938,2021-06-05,galeries-lafayette,53,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHE XX/XX,0,0
287,2021-06-07,galeries-lafayette,55,Cb Gl Bordeaux Fact XXXXXX,0,0
939,2021-06-05,galeries-lafayette,0.6,GALERIES LAFAYET BELFORT,0,0
940,2021-07-17,galeries-lafayette,87,PAIEMENT PAR CARTE GL TOURS XX/XX,1,1
941,2021-06-05,galeries-lafayette,19,ACHAT CB GL MONTPELLIER XX.XX.XX CARTE NUMERO XXX,0,0
942,2021-06-04,galeries-lafayette,545,CB XXXXXX GL HAUSSMAN XXPARISXXX LE XXXX,1,0
943,2021-06-05,galeries-lafayette,165,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
944,2021-06-07,galeries-lafayette,70,Cb Gl Tours Fact XXXXXX,0,0
945,2021-06-03,galeries-lafayette,80,GL CARRE SENART,0,0
687,2021-06-05,galeries-lafayette,69.9,Cb Galeries Lafaye Fact XXXXXX,0,0
946,2021-06-05,galeries-lafayette,92.5,PAIEMENT PAR CARTE GL NANTES XX/XX,1,0
947,2021-06-05,galeries-lafayette,10.99,PAIEMENT PAR CARTE GALERIES LAFAYET BESANCON XX/XX,0,0
948,2021-06-06,galeries-lafayette,21.96,GL CARRE SENART Carte XXXXXXX LE XX/XX/XX REF CB.XXXXXXXXX,0,0
949,2021-06-08,galeries-lafayette,13.23,ACHAT CB GL BORDEAUX XX.XX.XX EUR XXXX CARTE NO XXX APPLE PAY,0,0
950,2021-06-05,galeries-lafayette,43.8,CARTE XX/XX GL BIARRITZ BIARRXXXXXXX/,0,0
951,2021-06-04,galeries-lafayette,40,PAIEMENT PAR CARTE GL TOURS XX/XX,0,0
200,2021-06-06,galeries-lafayette,130,PAIEMENT PAR CARTE GL CARRE SENART LIEUSXXXXX XX/XX,0,0
952,2021-06-05,galeries-lafayette,29,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHEL XX/XX,0,0
953,2021-06-03,galeries-lafayette,125,FACTURE CARTE DU XXXXXX GLAFAYETTE.COM CARTE XXXXXXXXXXXXXXXX FRA XXXXXEUR,0,0
954,2021-06-07,galeries-lafayette,272.97,XXXXXX CB****XXXX GL ANGERS XXANGERXXXXXXX/,0,0
953,2021-06-03,galeries-lafayette,99,FACTURE CARTE DU XXXXXX GLAFAYETTE.COM CARTE XXXXXXXXXXXXXXXX FRA XXXXEUR,0,0
954,2021-06-07,galeries-lafayette,131.45,XXXXXX CB****XXXX GL ANGERS XXANGERXXXXXXX/,0,0
955,2021-06-05,galeries-lafayette,30,PAIEMENT PAR CARTE GL LYON XX/XX,0,0
635,2021-06-07,galeries-lafayette,7.2,CB GOURMET HAUSSMA XX/XX,0,0
326,2021-06-07,galeries-lafayette,16.99,CARTE XXXXXXX CB GL CLERMONT XX/XX/XX CBLMLE MAUD LABALLERY OPTION SYSTEM'EPARGNE XXX,0,0
956,2021-06-05,galeries-lafayette,42.45,PAIEMENT PAR CARTE INTERSPORT GL MARSEILLE XX/XX,0,0
957,2021-06-07,galeries-lafayette,70,CARTE XXXXX XX/XX GL ORLEANS,0,0
956,2021-06-05,galeries-lafayette,32.98,PAIEMENT PAR CARTE INTERSPORT GL MARSEILLE XX/XX,0,0
958,2021-06-05,galeries-lafayette,363.9,Cb Gl Lyon Fact XXXXXX,0,0
713,2021-06-07,galeries-lafayette,88,CARTE XXXXXXX CB GL HAUSSMANN XX/XX/XX CBLMLE SAMIRA EL GOUD,0,0
959,2021-07-17,galeries-lafayette,135,XXXXXX CB****XXXX GL HAUSSMANN FR PARISXXXXXXX XXXXXEUR X EURO = XXXXXXX,1,1
960,2021-06-05,galeries-lafayette,8,Cb Gl Reims Fact XXXXXX,0,0
961,2021-06-05,galeries-lafayette,49,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
962,2021-06-05,galeries-lafayette,50.23,PAIEMENT PAR CARTE GALERIES LAFAYET CHALON SU XX/XX,0,0
963,2021-06-07,galeries-lafayette,40,GL ANGERS ANGERXXXXXXX/,0,0
964,2021-06-07,galeries-lafayette,9.95,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
965,2021-06-07,galeries-lafayette,208,XXXXXX CB****XXXX GALERIES LAFAYEXXLORIENT,0,0
966,2021-06-05,galeries-lafayette,39.95,PAIEMENT PAR CARTE GALERIES LAFAYET LORIENT XX/XX,0,0
967,2021-06-05,galeries-lafayette,139.9,PAIEMENT PAR CARTE GALERIES LAFAYET CHAMBERY XX/XX,1,0
968,2021-06-07,galeries-lafayette,59,PAIEMENT PAR CARTE GL MONTPELLIERS XX/XX,0,0
520,2021-06-04,galeries-lafayette,111,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
969,2021-06-05,galeries-lafayette,29.9,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
970,2021-06-06,galeries-lafayette,6.5,GOURMET HAUSSMA,0,0
971,2021-06-04,galeries-lafayette,65,GL ANGERS ANGERXXXXXXX/,0,0
972,2021-06-06,galeries-lafayette,50,paiement par carte XX/XX/XXXX gl haussmann,0,0
671,2021-06-07,galeries-lafayette,30,XXXXXX CB****XXXX GL NICE MASSENAXXNICE XXXXXXX/,0,0
973,2021-06-07,galeries-lafayette,45,PAIEMENT PAR CARTE GOURMET HAUSSMA PARISXXXXX XX/XX,0,0
974,2021-06-07,galeries-lafayette,16,CARTE XX/XX GAL LAFAYETTE RENNES,0,0
975,2021-06-05,galeries-lafayette,34.9,PAIEMENT PAR CARTE GALERIES LAFAYET BELFORT XX/XX,0,0
976,2021-06-04,galeries-lafayette,27.3,ACHAT CB GLAFAYETTE.COM XX.XX.XX EUR XXXX CARTE NO XXX,0,0
977,2021-06-08,galeries-lafayette,50,Cb Gal Lafayette Fact XXXXXX,0,0
978,2021-06-04,galeries-lafayette,65,CARTE XX/XX/XX GL MARSEILLE X CB*XXXX,0,0
979,2021-06-04,galeries-lafayette,29,PAIEMENT PSC XXXX BESANCON GALERIES LAFAYET CARTE XXXXXXXX,0,0
980,2021-06-12,galeries-lafayette,19.9,CB GOURMET HAUSSMA XX/XX/XX,0,0
981,2021-06-09,galeries-lafayette,24.99,Cb Gl Montpelliers Fact XXXXXX,0,0
982,2021-06-12,galeries-lafayette,129,XXXXXX CB****XXXX GL SAINT LAURENXXSAINTXXXXXXX/,0,0
983,2021-06-10,galeries-lafayette,120,ACHAT CB GL NICE MASSEN XX.XX.XX CARTE NUMERO XXX,0,0
984,2021-06-13,galeries-lafayette,34.99,PAIEMENT PAR CARTE GL DIJON XX/XX,0,0
985,2021-06-09,galeries-lafayette,24.9,Cb Glafayette.com Fact XXXXXX,0,0
986,2021-06-15,galeries-lafayette,44,GALERIES LAFAYET MONTAUBAN FR,0,0
987,2021-06-12,galeries-lafayette,49.99,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
988,2021-06-12,galeries-lafayette,14.99,PAIEMENT PAR CARTE INTERSPORT GL MARSEILLE XX/XX,0,0
80,2021-06-11,galeries-lafayette,10.24,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
80,2021-06-12,galeries-lafayette,52.57,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
43,2021-06-12,galeries-lafayette,35,CB GL LYON XX/XX/XX,0,0
641,2021-06-13,galeries-lafayette,19,XX/XX - GL NICE MASSENA,0,0
989,2021-06-12,galeries-lafayette,40,Cb Gl Clermont Fact XXXXXX,0,0
990,2021-06-01,galeries-lafayette,197.9,PAIEMENT PAR CARTE GL AVIGNON XX/XX,0,0
991,2021-06-11,galeries-lafayette,84,Cb Gl Avignon Fact XXXXXX,1,0
991,2021-06-11,galeries-lafayette,35,Cb Gl Avignon Fact XXXXXX,0,0
992,2021-06-11,galeries-lafayette,63.9,GL DIJON,0,0
993,2021-06-11,galeries-lafayette,11.9,CARTE XXXXX XX/XX GL NICE MASSENA XXXXXXX,0,0
994,2021-06-15,galeries-lafayette,22.5,CSGL LYON XX FR,0,0
995,2021-06-12,galeries-lafayette,145,Cb Gl Rosny Sous B Fact XXXXXX,1,0
996,2021-06-11,galeries-lafayette,10,PAIEMENT PSC XXXX RENNES GAL LAFAYETTE CARTE XXXXXXXX,0,0
997,2021-07-28,galeries-lafayette,115,CARTE XX/XX/XX GLAFAYETTE.COM X CB*XXXX,1,1
998,2021-06-11,galeries-lafayette,85,CARTE XXXXX XX/XX GL LYON,1,0
999,2021-07-28,galeries-lafayette,130,Cb Gl Lyon Fact XXXXXX,1,1
1000,2021-06-11,galeries-lafayette,2.92,GALERIES LAFAYE,0,0
451,2021-06-11,galeries-lafayette,34.5,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1001,2021-06-13,galeries-lafayette,55,CARTE XXXXX XX/XX GL HAUSSMANN,0,0
1002,2021-06-12,galeries-lafayette,100,Cb Galeries Lafaye Fact XXXXXX,1,0
1003,2021-06-12,galeries-lafayette,39.9,Cb Gl Angers Fact XXXXXX,0,0
1004,2021-06-12,galeries-lafayette,25,GL TOULOUSE XXTOULOXXXXXXX/,0,0
1005,2021-06-12,galeries-lafayette,69.9,PAIEMENT CB XXXX ANGERXXXXXXX/ GL ANGERS CARTE XXXXXXXX,0,0
1006,2021-06-11,galeries-lafayette,119.8,PAIEMENT CB XXXX ORLEAXXXXXXX/ GL ORLEANS CARTE XXXXXXXX,1,0
715,2021-06-10,galeries-lafayette,26.24,PAIEMENT PSC XXXX LE MAXXXXXXX/ GL LE MANS CARTE XXXXXXXX,0,0
1007,2021-06-12,galeries-lafayette,20.93,PAIEMENT PAR CARTE GL AVIGNON XX/XX,0,0
459,2021-06-12,galeries-lafayette,77.7,Cb Gl Grenoble Fact XXXXXX,0,0
459,2021-06-12,galeries-lafayette,52.85,Cb Gl Grenoble Fact XXXXXX,0,0
1008,2021-06-12,galeries-lafayette,4.3,Cb Galeries Lafaye Fact XXXXXX,0,0
1009,2021-06-12,galeries-lafayette,39,XXXXXX CB****XXXX GL MONTPELLIERSXXMONTPXXXXXXX/,0,0
1010,2021-06-12,galeries-lafayette,35.98,GL ORLEANS,0,0
1011,2021-06-12,galeries-lafayette,49,FACTURE CARTE DU XXXXXX GL HAUSSMANN PARISXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,0,0
1012,2021-06-11,galeries-lafayette,89,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHE XX/XX,1,0
1011,2021-06-12,galeries-lafayette,295,FACTURE CARTE DU XXXXXX GL HAUSSMANN PARISXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,0,0
1013,2021-06-12,galeries-lafayette,27,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1014,2021-06-11,galeries-lafayette,175,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
1015,2021-06-11,galeries-lafayette,30,PAIEMENT PAR CARTE GALERIES LAFAYET CHAMBERY XX/XX,0,0
1016,2021-06-11,galeries-lafayette,6.99,GL DIJON,0,0
1017,2021-06-12,galeries-lafayette,74.9,Cb Galeries Lafaye Fact XXXXXX,0,0
1018,2021-06-14,galeries-lafayette,39.89,CARTE XXXXXXX CB GALERIES LAFAYET XX/XX/XX CBLMLE PAULINE FORGET,0,0
1019,2021-06-11,galeries-lafayette,55,PAIEMENT PAR CARTE GL MONTPELLIERS XX/XX,0,0
1020,2021-06-12,galeries-lafayette,42.89,PAIEMENT PAR CARTE GALERIES LAFAYET CAEN XX/XX,0,0
1021,2021-06-12,galeries-lafayette,15,Cb Gl Biarritz Fact XXXXXX,0,0
1021,2021-06-13,galeries-lafayette,30,Cb Gl Biarritz Fact XXXXXX,0,0
1022,2021-06-12,galeries-lafayette,27.6,ACHAT CB GL REIMS XX.XX.XX CARTE NUMERO XXX,0,0
1023,2021-06-15,galeries-lafayette,71.4,CB GL BORDEAUX XX/XX/XX,0,0
1024,2021-06-11,galeries-lafayette,12.9,PAIEMENT PSC XXXX METZ XXXXXXX/ GL METZ CARTE XXXXXXXX,0,0
1025,2021-06-10,galeries-lafayette,10.9,CARTE XXXXX XX/XX GOURMET HAUSSMA XXX -XXXX COMM:XXX comptabilisé le XX/XX/XXXX,0,0
1026,2021-06-11,galeries-lafayette,6.99,GL DIJON,0,0
1027,2021-06-15,galeries-lafayette,20,ACHAT CB GL TOULOUSE XX.XX.XX CARTE NUMERO XXX,0,0
1028,2021-07-29,galeries-lafayette,110,XXXXXX CB****XXXX GL MONTPELLIERSXXMONTPXXXXXXX/,1,1
1029,2021-06-12,galeries-lafayette,29.99,XXXXXX CB****XXXX GL ANGERS XXANGERXXXXXXX/,0,0
1030,2021-06-12,galeries-lafayette,6.49,PAIEMENT PAR CARTE GL ROSNY SOUS BO XX/XX,0,0
1031,2021-06-12,galeries-lafayette,84,PAIEMENT CB XXXX PARISXXXXXXX/ GL HAUSSMANN CARTE XXXXXXXX,0,0
1032,2021-06-09,galeries-lafayette,83.8,PAIEMENT PAR CARTE GLAFAYETTE.COM PARIS XX/XX,1,0
1031,2021-06-12,galeries-lafayette,80,PAIEMENT CB XXXX PARISXXXXXXX/ GL HAUSSMANN CARTE XXXXXXXX,0,0
1033,2021-06-09,galeries-lafayette,2.1,Cb Gourmet Haussma Fact XXXXXX,0,0
1034,2021-06-11,galeries-lafayette,285,Cb Galeries Lafaye Fact XXXXXX,1,0
1035,2021-06-10,galeries-lafayette,7.8,XXXXXX CB****XXXX GL METZ XXMETZ XXXXXXX/,0,0
1036,2021-06-12,galeries-lafayette,225,GL HAUSSMANN,1,0
1037,2021-06-11,galeries-lafayette,44.4,Paiement à Galeries Lafayette,0,0
1038,2021-06-10,galeries-lafayette,13.9,paiement par carte XX/XX/XXXX gl bordeaux,0,0
1039,2021-06-09,galeries-lafayette,195,PAIEMENT CB XXXX PARIS GLAFAYETTE.COM CARTE XXXXXXXX,0,0
1040,2021-06-12,galeries-lafayette,39.9,PAIEMENT PAR CARTE GALERIES LAFAYET CANNES XX/XX,0,0
1041,2021-06-10,galeries-lafayette,75,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHEL XX/XX,0,0
1042,2021-06-10,galeries-lafayette,69.95,Cb Galeries Lafaye Fact XXXXXX,0,0
1043,2021-06-09,galeries-lafayette,24.99,GL ORLEANS,0,0
1044,2021-06-11,galeries-lafayette,119.8,PAIEMENT CB XXXX ORLEAXXXXXXX/ GL ORLEANS CARTE XXXXXXXX,1,0
1045,2021-06-10,galeries-lafayette,65,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1046,2021-06-10,galeries-lafayette,22.8,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
1047,2021-06-12,galeries-lafayette,85,ACHAT CB GL LYON XX.XX.XX CARTE NUMERO XXX,0,0
1048,2021-06-10,galeries-lafayette,37.8,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
807,2021-06-11,galeries-lafayette,27.37,PAIEMENT PAR CARTE GL MARSEILLE XX/XX,0,0
1049,2021-06-10,galeries-lafayette,190,ACHAT CB GL TOULOUSE XX.XX.XX CARTE NUMERO XXX,0,0
1050,2021-06-13,galeries-lafayette,7.25,ACHAT CB GL BORDEAUX XX.XX.XX CARTE NUMERO XXX,0,0
1051,2021-06-10,galeries-lafayette,25,GL TOULOUSE,0,0
1052,2021-06-12,galeries-lafayette,7.2,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1053,2021-06-10,galeries-lafayette,90,Cb Galeries Lafaye Fact XXXXXX,0,0
1054,2021-06-12,galeries-lafayette,2.9,PAIEMENT PAR CARTE GOURMET HAUSSMA PARISXXXXX XX/XX,0,0
1055,2021-06-11,galeries-lafayette,31,ACHAT CB GL CLERMONT XX.XX.XX CARTE NUMERO XXX,0,0
1056,2021-06-12,galeries-lafayette,99.8,PAIEMENT PAR CARTE GL PRADO MARSEXXXXXXX/ XX/XX,0,0
1057,2021-06-09,galeries-lafayette,23.9,ACHAT CB GLAFAYETTE.COM XX.XX.XX EUR XXXX CARTE NO XXX,0,0
1058,2021-06-10,galeries-lafayette,14.99,GL BORDEAUX,0,0
248,2021-06-12,galeries-lafayette,21.8,Cb Gl Marseille Fact XXXXXX,0,0
110,2021-06-10,galeries-lafayette,478.5,GL BRON,0,0
215,2021-06-12,galeries-lafayette,49,PAIEMENT PAR CARTE GL CLERMONT XX/XX,0,0
1059,2021-06-10,galeries-lafayette,17.49,PAIEMENT PSC XXXX LIEUSXXXXXXX/ GL CARRE SENART CARTE XXXXXXXX,0,0
1060,2021-06-12,galeries-lafayette,495,Cb Gl Prado Fact XXXXXX,0,0
1061,2021-06-12,galeries-lafayette,5.9,GL HAUSSMANN,0,0
1062,2021-06-10,galeries-lafayette,60,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1061,2021-06-12,galeries-lafayette,5.9,GL HAUSSMANN - PARISXXXXXXX/,0,0
1063,2021-06-12,galeries-lafayette,30,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
1064,2021-06-12,galeries-lafayette,19.8,CB GL MONTPELLIERS XX/XX/XX,0,0
1065,2021-06-10,galeries-lafayette,50,PAIEMENT PAR CARTE GALERIES LAFAYET AMIENS CE XX/XX,0,0
1066,2021-06-12,galeries-lafayette,0.68,PAIEMENT PSC XXXX PARISXXXXXXX/ GOURMET HAUSSMA CARTE XXXXXXXX,0,0
1067,2021-06-10,galeries-lafayette,52,ACHAT CB GL TOULOUSE XX.XX.XX EUR XXXX CARTE NO XXX APPLE PAY,0,0
1068,2021-06-12,galeries-lafayette,12.9,PAIEMENT PAR CARTE GL GRENOBLE XX/XX,0,0
1069,2021-06-11,galeries-lafayette,0.8,Paiement à Galeries Lafayette,0,0
1070,2021-06-12,galeries-lafayette,15.49,Paiement à Galeries Lafayette,0,0
1071,2021-06-12,galeries-lafayette,151,Cb Gl Nice Massena Fact XXXXXX,0,0
1072,2021-06-10,galeries-lafayette,35,Cb Gl Toulouse Fact XXXXXX,0,0
1073,2021-06-09,galeries-lafayette,37,PAIEMENT CB XXXX ORLEAXXXXXXX/ GL ORLEANS CARTE XXXXXXXX,0,0
1074,2021-06-12,galeries-lafayette,24,PAIEMENT PSC XXXX NANTES GL NANTES CARTE XXXXXXXX,0,0
1075,2021-06-09,galeries-lafayette,25,GLAFAYETTE.COM,0,0
1076,2021-06-12,galeries-lafayette,20.4,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
862,2021-06-10,galeries-lafayette,70,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1077,2021-06-12,galeries-lafayette,65,PAIEMENT CB XXXX MONTPXXXXXXX/ GL MONTPELLIERS CARTE XXXXXXXX,0,0
1078,2021-06-10,galeries-lafayette,58.34,PAIEMENT PAR CARTE GL BRON XX/XX,0,0
1079,2021-06-11,galeries-lafayette,42.9,CARTE XX/XX/XX GALERIES LAFAYETT CB*XXXX,0,0
1080,2021-06-12,galeries-lafayette,9.4,PAIEMENT PAR CARTE GALERIES LAFAYET CAEN XX/XX,0,0
1081,2021-06-10,galeries-lafayette,48,Cb Gl Marseille Fact XXXXXX,0,0
1082,2021-06-10,galeries-lafayette,9.95,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1083,2021-06-12,galeries-lafayette,135,CARTE XX/XX/XX XX GL HAUSSMANN CB*XXXX,0,0
1084,2021-06-10,galeries-lafayette,25,Cb Galeries Lafaye Fact XXXXXX,0,0
1085,2021-06-12,galeries-lafayette,22,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
1086,2021-06-10,galeries-lafayette,21,GL LIMOGES LIMOGXXXXXXX/ LE XX XX XX,0,0
1087,2021-06-12,galeries-lafayette,47.25,Cb Gl Pau Fact XXXXXX,0,0
1088,2021-06-12,galeries-lafayette,109.8,ACHAT CB GL HAUSSMANN XX.XX.XX EUR XXXXX CARTE NO XXX APPLE PAY,1,0
1087,2021-06-12,galeries-lafayette,79.9,Cb Gl Pau Fact XXXXXX,0,0
1088,2021-06-12,galeries-lafayette,55,ACHAT CB GL HAUSSMANN XX.XX.XX EUR XXXX CARTE NO XXX APPLE PAY,0,0
1087,2021-06-12,galeries-lafayette,39,Cb Gl Pau Fact XXXXXX,0,0
1089,2021-06-10,galeries-lafayette,60,PAIEMENT CB XXXX CAEN GALERIES LAFAYET CARTE XXXXXXXX,0,0
8,2021-06-11,galeries-lafayette,25,PAIEMENT PAR CARTE GL CLERMONT XX/XX,0,0
530,2021-06-10,galeries-lafayette,36,PAIEMENT PAR CARTE GL ORLEANS XX/XX,0,0
1090,2021-06-09,galeries-lafayette,24.9,Cb Glafayette.com Fact XXXXXX,0,0
1028,2021-07-29,galeries-lafayette,121.44,XXXXXX CB****XXXX GL MONTPELLIERSXXMONTPXXXXXXX/,1,1
1091,2021-07-30,galeries-lafayette,80,Cb Gl Bordeaux Fact XXXXXX,1,1
1092,2021-06-12,galeries-lafayette,150,CB GL HAUSSMANN XX/XX/XX,0,0
1092,2021-06-12,galeries-lafayette,242,CB GL HAUSSMANN XX/XX/XX,0,0
1093,2021-06-11,galeries-lafayette,17.9,PAIEMENT PAR CARTE GL TOURS XX/XX,0,0
1094,2021-06-13,galeries-lafayette,360,PAIEMENT CB XXXX PARISXXXXXXX/ GL HAUSSMANN CARTE XXXXXXXX,0,0
1095,2021-06-10,galeries-lafayette,23,CARTE XXXXX XX/XX GALERIES LAFAYET XXXXXXXXXXXXXXXIOPD,0,0
1096,2021-06-10,galeries-lafayette,14.9,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1097,2021-06-11,galeries-lafayette,14.99,PAIEMENT PAR CARTE GALERIES LAFAYET ROUEN XX/XX,0,0
1098,2021-06-12,galeries-lafayette,98,GL BORDEAUX BORDEXXXXXXX/,0,0
1099,2021-06-12,galeries-lafayette,69,PAIEMENT CB XXXX SAINTXXXXXXX/ GL SAINT LAURENT CARTE XXXXXXXX,0,0
1100,2021-06-12,galeries-lafayette,119,Cb Gl Reims Fact XXXXXX,0,0
1101,2021-06-12,galeries-lafayette,186,Cb Gl Dijon Fact XXXXXX,1,0
1102,2021-06-12,galeries-lafayette,49.99,XXXXXX CB****XXXX GALERIES LAFAYEXXLA ROCHELLE,0,0
1103,2021-06-12,galeries-lafayette,39.9,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHEL XX/XX,0,0
590,2021-06-11,galeries-lafayette,8.32,XXXXXX CB****XXXX GALERIES LAFAYELU PARIS XXXEUR X EURO = XXXXXXX,0,0
1104,2021-06-12,galeries-lafayette,571,CARTE XX/XX/XX XX GL HAUSSMANN CB*XXXX,0,0
1105,2021-06-13,galeries-lafayette,50,PAIEMENT PAR CARTE GL CARRE SENART LIEUSXXXXX XX/XX,0,0
1106,2021-06-12,galeries-lafayette,5.92,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1107,2021-06-12,galeries-lafayette,95,Cb Gal Lafayette Fact XXXXXX,0,0
1108,2021-06-11,galeries-lafayette,102,GALERIES LAFAYE,1,0
1109,2021-06-12,galeries-lafayette,3.2,PAIEMENT PAR CARTE LE PALAIS DES GL ANNECY XX/XX,0,0
1110,2021-06-11,galeries-lafayette,130,Cb Gl Lyon Fact XXXXXX,0,0
1111,2021-06-11,galeries-lafayette,99,GLAFAYETTE.COM,1,0
1112,2021-06-13,galeries-lafayette,5.9,ACHAT CB GOURMET HAUSSM XX.XX.XX EUR XXX CARTE NO XXX APPLE PAY,0,0
1113,2021-06-14,galeries-lafayette,69.9,XXXXXX CB****XXXX GL CLERMONT XXCLERMXXXXXXX/,0,0
1114,2021-06-16,galeries-lafayette,52.49,GLAFAYETTE.COM,0,0
1115,2021-06-16,galeries-lafayette,7.9,GL BORDEAUX BORDEAUX FR,0,0
1116,2021-06-14,galeries-lafayette,26,PAIEMENT PAR CARTE GL MARSEILLE XX/XX,0,0
1117,2021-06-12,galeries-lafayette,76,CARTE XX/XX/XX GALERIES LAFAYET CB*XXXX,0,0
1043,2021-06-14,galeries-lafayette,30,GL ORLEANS,0,0
652,2021-06-10,galeries-lafayette,131,Cb Glafayette.com Fact XXXXXX,0,0
1118,2021-06-12,galeries-lafayette,177,GL LE MANS FR LE MAXXXXXXX,0,0
